library,os_type,library_type,crypto_dependency,algorithm,primitive,key_size,detection_method
/usr/lib/aspell/x86_64-linux-gnu/context-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/context-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/ddtp-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/ddtp-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/debctrl-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/debctrl-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/email-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/email-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/markdown-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/markdown-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/nroff-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/nroff-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/sgml-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/sgml-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/tex-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/tex-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/aspell/x86_64-linux-gnu/texinfo-filter.la,unix,libtool,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/aspell/x86_64-linux-gnu/texinfo-filter.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybal.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybat.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybba.so,unix,shared,libgcrypt,unknown,unknown,unknown,dependency-only
/usr/lib/brltty/libbrlttybbc.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybbd.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybbg.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybbl.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybbm.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybbn.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybcb.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybce.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybcn.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybdp.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybec.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybeu.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybfa.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybfs.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybhd.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybhm.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybht.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybhw.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybic.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybir.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyblt.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybmb.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybmd.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybmm.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybmn.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybmt.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybnp.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybpg.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybpm.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybsk.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybtn.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybts.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybtt.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybvd.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybvo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybvr.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttybvs.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttysal.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttysbl.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyscb.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttysfv.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttysgs.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttysxs.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyxem.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyxfv.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyxlx.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/brltty/libbrlttyxsc.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/evolution-data-server/addressbook-backends/libebookbackendcarddav.so,unix,shared,"libgcrypt,libssl",RSA,public-key,unknown,dependency + strings
/usr/lib/evolution-data-server/addressbook-backends/libebookbackendfile.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/addressbook-backends/libebookbackendldap.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/calendar-backends/libecalbackendcaldav.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendcontacts.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendfile.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendgtasks.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendhttp.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendweather.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/calendar-backends/libecalbackendwebdavnotes.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/camel-providers/libcamelimapx.so,unix,shared,libssl,TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/camel-providers/libcamellocal.so,unix,shared,libssl,unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/camel-providers/libcamelnntp.so,unix,shared,libssl,TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/camel-providers/libcamelpop3.so,unix,shared,libssl,TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/camel-providers/libcamelsendmail.so,unix,shared,libssl,unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/camel-providers/libcamelsmtp.so,unix,shared,libssl,TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/credential-modules/module-credentials-goa.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-cache-reaper.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-gnome-online-accounts.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-google-backend.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-oauth2-services.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-outlook-backend.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-secret-monitor.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-trust-prompt.so,unix,shared,"libgcrypt,libssl",TLS,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/registry-modules/module-trust-prompt.so,unix,shared,"libgcrypt,libssl",SSL,protocol,unknown,dependency + strings
/usr/lib/evolution-data-server/registry-modules/module-webdav-backend.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/evolution-data-server/registry-modules/module-yahoo-backend.so,unix,shared,"libgcrypt,libssl",unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libasan.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libatomic.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libbacktrace.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libgcc.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libgcc_eh.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libgcc_s.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gcc/x86_64-linux-gnu/13/libgcov.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libgomp.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libhwasan.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libitm.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/liblsan.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libquadmath.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libssp_nonshared.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libstdc++.a,unix,static,not-applicable,AES,block-cipher,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libstdc++.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libstdc++exp.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libstdc++fs.a,unix,static,not-applicable,unknown,unknown,unknown,dependency-only
/usr/lib/gcc/x86_64-linux-gnu/13/libsupc++.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libtsan.a,unix,static,not-applicable,MD5,hash,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libtsan.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/libubsan.a,unix,static,not-applicable,TLS,protocol,unknown,dependency + strings
/usr/lib/gcc/x86_64-linux-gnu/13/plugin/libcc1plugin.so.0.0.0,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gcc/x86_64-linux-gnu/13/plugin/libcp1plugin.so.0.0.0,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gnome-settings-daemon-46/libgsd.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gnome-shell/libgnome-shell-menu.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gnome-shell/libgvc.so,unix,shared,libgcrypt,unknown,unknown,unknown,dependency-only
/usr/lib/gnome-shell/libshell-14.so,unix,shared,"libgcrypt,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/gnome-shell/libshew-0.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/gnome-shell/libst-14.so,unix,shared,libgcrypt,unknown,unknown,unknown,dependency-only
/usr/lib/klibc-sw0VayLfV0hmLGCQE9vyfOnj81g.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libLanguageToollo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libOGLTranslo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libPresentationMinimizerlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libacclo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",RSA,public-key,unknown,dependency + strings
/usr/lib/libreoffice/program/libaffine_uno_uno.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libanalysislo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libanimcorelo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libavmediagst.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libbiblo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libbinaryurplo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libbootstraplo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libcached1.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libcairocanvaslo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libchartcontrollerlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libchartcorelo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libclewlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libcmdmaillo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libcollator_data.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libcuilo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libcuilo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libdatelo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libdbahsqllo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libdbalo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libdeploymentgui.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libdesktop_detectorlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libdict_ja.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libdict_zh.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libdlgprovlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libembobj.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libemboleobj.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libfilelo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libgcc3_uno.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libgraphicfilterlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libhwplo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libi18nlangtag.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libicglo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libindex_data.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libintrospectionlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libinvocadaptlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libinvocationlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libiolo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libjavaloaderlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libjavavmlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libjvmaccesslo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libjvmfwklo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libldapbe2lo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/liblocaledata_en.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/liblocaledata_es.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/liblocaledata_euro.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/liblocaledata_others.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/liblog_uno_uno.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libloglo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/liblosessioninstalllo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/liblwpftlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",AES,block-cipher,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-1,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-256,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-384,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-512,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",MD5,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",RSA,public-key,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",HMAC,mac,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libmergedlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libmigrationoo2lo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libmigrationoo3lo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libmozbootstraplo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libmsformslo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",AES,block-cipher,unknown,dependency + strings
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-1,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-256,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-384,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-512,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libmswordlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",HMAC,mac,unknown,dependency + strings
/usr/lib/libreoffice/program/libnamingservicelo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",AES,block-cipher,unknown,dependency + strings
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-1,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-256,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-384,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",SHA-512,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libooxlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",HMAC,mac,unknown,dependency + strings
/usr/lib/libreoffice/program/libpcrlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libpdffilterlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libpdfimportlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libpdfiumlo.so,unix,shared,none,AES,block-cipher,unknown,dependency + strings
/usr/lib/libreoffice/program/libpdfiumlo.so,unix,shared,none,RSA,public-key,unknown,dependency + strings
/usr/lib/libreoffice/program/libpdfiumlo.so,unix,shared,none,SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libpricinglo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libprotocolhandlerlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libproxyfaclo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libpythonloaderlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libpyuno.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libreflectionlo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libreglo.so,unix,shared,none,unknown,unknown,unknown,static-string
/usr/lib/libreoffice/program/libsal_textenclo.so,unix,shared,none,SSL,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libscdlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libscfiltlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libsclo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",AES,block-cipher,unknown,dependency + strings
/usr/lib/libreoffice/program/libsclo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",MD5,hash,unknown,dependency + strings
/usr/lib/libreoffice/program/libsclo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",RSA,public-key,unknown,dependency + strings
/usr/lib/libreoffice/program/libsclo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",TLS,protocol,unknown,dependency + strings
/usr/lib/libreoffice/program/libscnlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libscriptframe.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libscuilo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libsdbtlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libsddlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",unknown,unknown,unknown,dependency-only
/usr/lib/libreoffice/program/libsdlo.so,unix,shared,"libcrypto,libgcrypt,libssl,nettle",AES,block-cipher,unknown,dependency + strings
